,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,fax,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,coinMarketCapLink,regularMarketPrice,preMarketPrice,logo_url,trailingPegRatio,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid
313,33126,Consumer Cyclical,34700.0,"Norwegian Cruise Line Holdings Ltd., together with its subsidiaries, operates as a cruise company in North America, Europe, the Asia-Pacific, and internationally. The company operates the Norwegian Cruise Line, Oceania Cruises, and Regent Seven Seas Cruises brands. It offers itineraries ranging from three days to a 180-days calling on various locations, including destinations in Scandinavia, Russia, the Mediterranean, the Greek Isles, Alaska, Canada and New England, Hawaii, Asia, Tahiti and the South Pacific, Australia and New Zealand, Africa, India, South America, the Panama Canal, and the Caribbean. As of December 31, 2021, the company had 28 ships with approximately 59,150 berths. It distributes its products through retail/travel advisor and onboard cruise sales channels, as well as meetings, incentives, and charters. Norwegian Cruise Line Holdings Ltd. was founded in 1966 and is based in Miami, Florida.",Miami,305 436 4000,FL,United States,[],https://www.nclhltd.com,1,7665 Corporate Center Drive,305 436 4140,Travel Services,-0.71689004,-1.66436,-0.2624,-1094779008.0,270.791,-1.04779,-1684441984.0,13.0,buy,-960051000.0,-99515248.0,16.0,15.08,,0.622,-0.08176,16.0,19.69,1547.098,-1.69253,35.0,1903238016.0,13951964160.0,2349638912.0,4.517,USD,5.877,0.497,2.2,NYQ,Norwegian Cruise Line Holdings ,Norwegian Cruise Line Holdings Ltd.,America/New_York,EST,True,-18000000,EQUITY,NCLH,finmb_4180463,us_market,,7.967,,-11.113,,,0.53,,416892000.0,,,,13.795,42198729.0,0.1001,,1640908800.0,0.59704,-3910640896.0,-15.752,,,1.0931497,0.00412,1703980800.0,,1656547200.0,1.59,1663200000.0,418747106.0,2.330876,18719318016.0,2,,,,,,,,2.675616,1665705600.0,0.02,,28.452831,,0.11270001,39138329.0,,,,15.03,15.03,15.50945,,0.0,,15.21,,12841800,15.03,15.5688,,15.03,,12841800,,,,,,,14.655,USD,,17449632,,,,6286731264.0,,,20215493,14.655,14.94,1300,17449632,23.9,,,10.31,14.74,False,,4000,15.21,,15.08,14.85,https://logo.clearbit.com/nclhltd.com,,,,,,330137cb-a0bf-399d-bab9-d43e5b2fb4f3
314,10036,Financial Services,5814.0,"Nasdaq, Inc. operates as a technology company that serves capital markets and other industries worldwide. The Market Technology segment includes anti financial crime technology business, which offers Nasdaq Trade Surveillance, a SaaS solution for brokers and other market participants to assist them in complying with market rules, regulations, and internal market surveillance policies; Nasdaq Automated Investigator, a cloud-deployed anti-money laundering tool; and Verafin, a SaaS technology provider of anti-financial crime management solutions. This segment also handles assets, such as cash equities, equity derivatives, currencies, interest-bearing securities, commodities, energy products, and digital currencies. The Investment Intelligence segment sells and distributes historical and real-time market data; develops and licenses Nasdaq-branded indexes and financial products; and provides investment insights and workflow solutions. The Corporate Platforms segment operates listing platforms; and offers investor relations intelligence and governance solutions. As of December 31, 2021, it had 4,178 companies listed securities on The Nasdaq Stock Market, including 1,632 listings on The Nasdaq Global Select Market; 1,169 on The Nasdaq Global Market; and 1,377 on The Nasdaq Capital Market. The Market Services segment includes equity derivative trading and clearing, cash equity trading, fixed income and commodities trading and clearing, and trade management service businesses. This segment operates various exchanges and other marketplace facilities across various asset classes, which include derivatives, commodities, cash equity, debt, structured products, and exchange traded products; and provides broker, clearing, settlement, and central depository services. The company was formerly known as The NASDAQ OMX Group, Inc. and changed its name to Nasdaq, Inc. in September 2015. Nasdaq, Inc. was founded in 1971 and is headquartered in New York, New York.",New York,212 401 8700,NY,United States,[],https://www.nasdaq.com,1,151 West 42nd Street,,Financial Data & Stock Exchanges,0.32057,0.18704,0.58272,,0.147,0.27541,1959000064.0,50.0,buy,3420000000.0,,65.0,63.59,0.047,0.957,0.050890002,15.0,65.84,99.048,0.18662001,84.0,430000000.0,5827999744.0,6111000064.0,0.875,USD,12.347,0.094,2.3,NMS,"Nasdaq, Inc.","Nasdaq, Inc.",America/New_York,EST,True,-18000000,EQUITY,NDAQ,finmb_740535,us_market,,5.76,,17.967,,,7.15,,167222000.0,,,,38.446,5581534.0,0.0114,,1640908800.0,0.77577,1143000064.0,6.15,,,1.6540083,0.18754,1703980800.0,,1664496000.0,2.92,1663200000.0,339630416.0,0.939572,35198279680.0,2,,,,,,,0.021,1.740083,1665705600.0,3.2,,8.893706,,0.0163,8545802.0,,,,64.99,65.12,57.844185,0.030158488,0.33380002,,65.355,,2348410,64.99,62.6872,1.96,65.12,,2348410,,,0.8,1669852800.0,,,63.115,USD,10.339837,3319761,,,,10633647104.0,,,2082939,63.115,66.0,800,3319761,70.55333,,1.57,46.77,61.0,False,0.013300001,1100,65.355,,63.59,63.46,https://logo.clearbit.com/nasdaq.com,,,,,,66622641-4c7d-3ef0-bef7-8e1a16be01ee
315,44145,Industrials,7200.0,"Nordson Corporation engineers, manufactures, and markets products and systems to dispense, apply, and control adhesives, coatings, polymers, sealants, biomaterials, and other fluids worldwide. It operates through two segments, Industrial Precision Solutions (IPS) and Advanced Technology Solutions (ATS). The IPS segment provides dispensing, coating, and laminating systems for adhesives, lotions, liquids, and fibers to disposable products and roll goods; automated adhesive dispensing systems used in packaged goods industries; components and systems used in the thermoplastic melt stream; and product assembly systems for use in paper and paperboard converting applications, and manufacturing roll goods, as well as for the assembly of plastic, metal, and wood products. It also offers automated and manual dispensing products and systems to apply adhesive and sealant materials; dispensing and curing systems to coat and cure containers; systems to apply liquid paints and coatings to consumer and industrial products; and systems to apply powder paints and coatings to metal, plastic, and wood products, as well as ultraviolet equipment for use in curing and drying operations for specialty coatings, semiconductor materials, and paints. The ATS segment provides automated dispensing systems for the attachment, protection, and coating of fluids, as well as related gas plasma treatment systems for cleaning and conditioning surfaces; precision manual and semi-automated dispensers, minimally invasive interventional delivery devices, plastic molded syringes, cartridges, tips, fluid connection components, tubing, balloons, and catheters; and bond testing and automated optical, acoustic microscopy, and x-ray inspection systems for use in semiconductor and printed circuit board industries. The company markets its products through direct sales force, as well as distributors and sales representatives. Nordson Corporation was founded in 1935 and is headquartered in Westlake, Ohio.",Westlake,440 892 1580,OH,United States,[],https://www.nordson.com,1,28601 Clemens Road,440 892 9507,Specialty Industrial Machinery,0.29412,0.19247,0.55648,510161984.0,0.024,0.25386,737038976.0,250.0,buy,1324080000.0,385796736.0,265.0,235.91,0.012,1.349,0.10611,7.0,268.43,42.15,0.22632,300.0,128737000.0,926897024.0,2505944064.0,2.25,USD,43.305,0.797,2.3,NMS,Nordson Corporation,Nordson Corporation,America/New_York,EST,True,-18000000,EQUITY,NDSN,finmb_143614,us_market,,5.365,,18.242,,,7.41,,58176600.0,,,,31.973,815483.0,0.0143,,1635638400.0,0.76413,482313984.0,4.701,,,7.378413,0.1075,1698710400.0,,1659225600.0,3.76,1663200000.0,51749935.0,0.93294,13445156864.0,2,,1302652800.0,2:1,,,,-0.003,5.476755,1665705600.0,1.82,,31.836708,,0.0143,732889.0,,,,238.37,238.72,221.4539,0.0064605447,0.2473,,241.09,,212730,238.37,226.7544,1.54,238.72,,212730,,,2.6,1661126400.0,,,234.33,USD,50.182938,351971,,,,13724441600.0,,,221023,234.33,0.0,900,351971,263.5,,0.88,194.89,0.0,False,0.0117,900,241.09,,235.91,,https://logo.clearbit.com/nordson.com,,,,,,897ce616-07fd-3d53-90cd-cbe454b7c3f2
316,33408,Utilities,15000.0,"NextEra Energy, Inc., through its subsidiaries, generates, transmits, distributes, and sells electric power to retail and wholesale customers in North America. The company generates electricity through wind, solar, nuclear, coal, and natural gas facilities. It also develops, constructs, and operates long-term contracted assets that consists of clean energy solutions, such as renewable generation facilities, battery storage projects, and electric transmission facilities; sells energy commodities; and owns, develops, constructs, manages and operates electric generation facilities in wholesale energy markets. As of December 31, 2021, the company had approximately 28,564 megawatts of net generating capacity; approximately 77,000 circuit miles of transmission and distribution lines; and 696 substations. It serves approximately 11 million people through approximately 5.7 million customer accounts in the east and lower west coasts of Florida. The company was formerly known as FPL Group, Inc. and changed its name to NextEra Energy, Inc. in 2010. The company was founded in 1925 and is headquartered in Juno Beach, Florida.",Juno Beach,561 694 4000,FL,United States,[],https://www.nexteraenergy.com,1,700 Universe Boulevard,,Utilities—Regulated Electric,0.37709,0.14752,0.45634,8851000320.0,0.32,0.124189995,6594999808.0,81.0,buy,8589000000.0,-10639250432.0,93.5,87.05,4.385,0.534,0.00947,16.0,92.8,142.54,0.03738,102.8,2860999936.0,63582998528.0,17489000448.0,1.456,USD,8.905,0.298,1.9,NYQ,"NextEra Energy, Inc.","NextEra Energy, Inc.",America/New_York,EST,True,-18000000,EQUITY,NEE,finmb_270586,us_market,,12.432,,32.969,,,2.72,,1962140032.0,,,,19.056,19530860.0,0.0099,,1640908800.0,0.80588996,2580000000.0,2.11,,,4.568115,0.00279,1703980800.0,,1656547200.0,2.11,1663200000.0,1960594203.0,0.493367,217427312640.0,2,,1603756800.0,4:1,,,,4.391,9.766384,1665705600.0,2.81,,32.003677,,0.01,19468185.0,,,,87.15,87.46,80.60255,0.016465863,1.2462001,,88.61,,5517780,87.15,80.0282,1.435,87.46,,5517780,,,1.7,1669161600.0,,,86.34,USD,41.255928,5438408,,,,170804297728.0,,,7552479,86.34,87.02,800,5438408,93.73,,2.15,67.22,85.01,False,0.0225,900,88.61,,87.05,86.8,https://logo.clearbit.com/nexteraenergy.com,,,,,,c3b1de57-8c3a-3605-bc63-2c2a1fd29038
317,80237,Basic Materials,14400.0,"Newmont Corporation engages in the production and exploration of gold. It also explores for copper, silver, zinc, and lead. The company has operations and/or assets in the United States, Canada, Mexico, Dominican Republic, Peru, Suriname, Argentina, Chile, Australia, and Ghana. As of December 31, 2021, it had proven and probable gold reserves of 92.8 million ounces and land position of 62,800 square kilometers. The company was founded in 1916 and is headquartered in Denver, Colorado.",Denver,303 863 7414,CO,United States,[],https://www.newmont.com,1,6900 East Layton Avenue,303 837 5837,Gold,0.32661998,0.064050004,0.36608002,4180000000.0,-0.002,0.12745,4039000064.0,52.0,buy,4986000000.0,1846125056.0,65.51,47.11,-0.399,2.818,0.02451,2.0,65.51,28.58,-0.00823,79.01,4358000128.0,6173000192.0,12366000128.0,5.491,USD,15.555,1.927,2.4,NYQ,Newmont Corporation,Newmont Corporation,America/New_York,EST,True,-18000000,EQUITY,NEM,finmb_291795,us_market,,2.903,,8.888,,,3.92,,797435008.0,,,,28.873,12742746.0,0.0161,,1640908800.0,0.84783995,742000000.0,3.187,,,1.6316283,0.0016699999,1703980800.0,,1656547200.0,1.32,1663200000.0,792180429.0,0.269712,35899031552.0,2,,766972800.0,5:4,,,,-0.405,3.0379398,1665705600.0,,,12.017857,,0.0182,15940233.0,,,,47.15,47.12,56.7137,0.03711559,2.3404,,47.585,,7504190,47.15,44.1214,1.75,47.12,,7504190,,,2.2,1662508800.0,,,46.37,USD,14.781926,6846050,,,,37567164416.0,,,8450944,46.37,46.1,800,6846050,86.37,,1.96,37.45,45.87,False,0.0515,1000,47.585,,47.11,45.99,https://logo.clearbit.com/newmont.com,,Suite 700,,,,929aada3-7972-3cb7-8655-cc6532c8ea50
318,95032,Communication Services,11300.0,"Netflix, Inc. provides entertainment services. It offers TV series, documentaries, feature films, and mobile games across various genres and languages. The company provides members the ability to receive streaming content through a host of internet-connected devices, including TVs, digital video players, television set-top boxes, and mobile devices. It also provides DVDs-by-mail membership services in the United States. The company has approximately 222 million paid members in 190 countries. Netflix, Inc. was incorporated in 1997 and is headquartered in Los Gatos, California.",Los Gatos,408 540 3700,CA,United States,[],https://www.netflix.com,1,100 Winchester Circle,,Entertainment,0.19134001,0.16027,0.39619,1179124992.0,0.059,0.18158,6021976064.0,162.0,buy,12365161000.0,16866191360.0,280.0,317.83,-0.028,1.135,0.0791,36.0,278.97,80.047,0.28145,375.0,6113733120.0,16432181248.0,31472814080.0,13.738,USD,70.843,0.9,2.5,NMS,"Netflix, Inc.","Netflix, Inc.",America/New_York,EST,True,-18000000,EQUITY,NFLX,finmb_32012,us_market,,4.443,,23.22,,,12.98,,442952000.0,,,,29.059,9638375.0,0.0217,,1640908800.0,0.77846,5044068864.0,8.263,,,10.937403,0.014529999,1703980800.0,,1664496000.0,0.74,1663200000.0,438923713.0,1.221075,139828314112.0,2,,1436918400.0,7:1,,,,-0.035,4.473176,1665705600.0,5.46,,24.486132,,0.022,9743379.0,,,,320.34,318.97,252.43535,,0.0,,324.71,,10078550,320.34,279.9202,,318.97,,10078550,,,,,,,314.42,USD,38.464237,7543291,,,,140783435776.0,,,12212609,314.42,314.4,1300,7543291,620.61,,,162.71,313.3,False,,1000,324.71,,317.83,314.15,https://logo.clearbit.com/netflix.com,,,,,,1a1cddac-4d41-374d-b202-739314177b67
319,46410,Utilities,7272.0,"NiSource Inc., an energy holding company, operates as a regulated natural gas and electric utility company in the United States. It operates through two segments, Gas Distribution Operations and Electric Operations. The company distributes natural gas to approximately 853,000 customers in northern Indiana, as well as approximately 2.4 million residential, commercial, and industrial customers in Ohio, Pennsylvania, Virginia, Kentucky, and Maryland. It operates approximately 54,600 miles of distribution main pipelines, as well as associated individual customer service lines; and 1,000 miles of transmission main pipelines. The company generates, transmits, and distributes electricity to approximately 483,000 customers in 20 counties in the northern part of Indiana, as well as engages in wholesale electric and transmission transactions. It owns and operates coal-fired electric generating stations with a capacity of 722 megawatts (MW) in Wheatfield and 455 MW in Michigan City; combined cycle gas turbine with a capacity of 563 MW in West Terre Haute; natural gas generating units with a capacity of 155 MW in Wheatfield; hydro generating plants with a capacity of 9 MW in Carroll County and 7 MW in White County; and wind generating units with a capacity of 102 MW and 302 MW in White County, Indiana. The company was formerly known as NIPSCO Industries, Inc. and changed its name to NiSource Inc. in April 1999. NiSource Inc. was founded in 1847 and is headquartered in Merrillville, Indiana.",Merrillville,877 647 5990,IN,United States,[],https://www.nisource.com,1,801 East 86th Avenue,,Utilities—Regulated Gas,0.33543998,0.13326,0.39720002,1422099968.0,0.2,0.20288,1819600000.0,27.0,buy,2066900000.0,-415824992.0,30.5,27.82,0.1,0.634,0.029189998,12.0,30.33,134.237,0.10208999,34.0,77800000.0,10122000384.0,5424500224.0,0.192,USD,13.551,0.307,2.0,NYQ,NiSource Inc,NiSource Inc.,America/New_York,EST,True,-18000000,EQUITY,NI,finmb_53839770,us_market,,4.094,,12.204,,,1.4,,392704992.0,,,,12.437,10046715.0,0.0247,,1640908800.0,0.96529,667800000.0,-0.19,,,2.2368739,0.00379,1703980800.0,,1656547200.0,2.18,1663200000.0,403951651.0,0.449152,22205528064.0,2,,1435795200.0,2545:1000,,,,0.111,2.0140202,1665705600.0,2.4,,19.87143,,0.033099998,11541268.0,,,,27.93,28.01,28.91435,0.030433226,0.5948,,28.355,,4464180,27.93,26.0126,0.85,28.01,,4464180,,,0.94,1666915200.0,,,27.69,USD,,2468042,,,,10925052928.0,,,4997919,27.69,0.0,1200,2468042,32.59,,3.14,23.78,0.0,False,0.0373,800,28.355,,27.82,,https://logo.clearbit.com/nisource.com,,,,,,fff6fa4f-e7dd-3c3a-931c-a45d9e626ae7
320,97005-6453,Consumer Cyclical,79100.0,"NIKE, Inc., together with its subsidiaries, designs, develops, markets, and sells men's, women's, and kids athletic footwear, apparel, equipment, and accessories worldwide. The company provides athletic and casual footwear, apparel, and accessories under the Jumpman trademark; and casual sneakers, apparel, and accessories under the Converse, Chuck Taylor, All Star, One Star, Star Chevron, and Jack Purcell trademarks. In addition, it sells a line of performance equipment and accessories comprising bags, socks, sport balls, eyewear, timepieces, digital devices, bats, gloves, protective equipment, and other equipment for sports activities under the NIKE brand; and various plastic products to other manufacturers. The company markets apparel with licensed college and professional team, and league logos, as well as sells sports apparel. Additionally, it licenses unaffiliated parties to manufacture and sell apparel, digital devices, and applications and other equipment for sports activities under NIKE-owned trademarks. The company sells its products to footwear stores; sporting goods stores; athletic specialty stores; department stores; skate, tennis, and golf shops; and other retail accounts through NIKE-owned retail stores, digital platforms, independent distributors, licensees, and sales representatives. The company was formerly known as Blue Ribbon Sports, Inc. and changed its name to NIKE, Inc. in 1971. NIKE, Inc. was founded in 1964 and is headquartered in Beaverton, Oregon.",Beaverton,503 671 6453,OR,United States,[],https://investors.nike.com,1,One Bowerman Drive,,Footwear & Accessories,0.15012,0.119619995,0.45384,4433999872.0,0.036,0.13247,7078000128.0,77.0,buy,21479000000.0,2268375040.0,110.0,111.45,-0.198,2.645,0.09882,33.0,110.52,79.579,0.37394002,185.0,11875999744.0,12590999552.0,47148998656.0,7.59,USD,29.934,1.542,2.2,NYQ,"Nike, Inc.","NIKE, Inc.",America/New_York,EST,True,-18000000,EQUITY,NKE,finmb_291981,us_market,,3.059,,20.376,,,3.94,,1277810048.0,,,,7.551,18035580.0,0.0115,,1653955200.0,0.82985,5640000000.0,2.139,,,14.759634,0.01238,1717113600.0,,1661904000.0,1.56,1663200000.0,1243411713.0,1.109432,144219275264.0,2,,1450915200.0,2:1,,,,-0.217,3.741443,1665705600.0,4.69,,28.2868,,0.0183,17246533.0,,,,112.85,113.7,110.90765,0.009215773,0.3466,,114.12,,6724490,112.85,98.6668,1.04,113.7,,6724490,,,1.22,1662076800.0,,,110.23,USD,52.103786,6965348,,,,176405282816.0,,,9046868,110.23,110.2,900,6965348,171.19,,0.95,82.22,110.15,False,0.013300001,800,114.12,,111.45,110.08,https://logo.clearbit.com/investors.nike.com,,,,,,31395cb8-4595-3f3c-a5ad-b37464c2ce43
321,22042,Industrials,88000.0,"Northrop Grumman Corporation operates as an aerospace and defense company worldwide. The company's Aeronautics Systems segment designs, develops, manufactures, integrates, and sustains aircraft systems. This segment also offers unmanned autonomous aircraft systems, including high-altitude long-endurance strategic ISR systems and vertical take-off and landing tactical ISR systems; and strategic long-range strike aircraft, tactical fighter and air dominance aircraft, and airborne battle management and command and control systems. Its Defense Systems segment designs, develops, and produces weapons and mission systems. It offers products and services, such as integrated battle management systems, weapons systems and aircraft, and mission systems. This segment also provides command and control and weapons systems, including munitions and missiles; precision strike weapons; propulsion, such as air-breathing and hypersonic systems; gun systems and precision munitions; life cycle service and support for software, weapons systems, and aircraft; and logistics support, sustainment, operation, and modernization for air, sea, and ground systems. The company's Mission Systems segment offers cyber, command, control, communications and computers, intelligence, surveillance, and reconnaissance systems; radar, electro-optical/infrared and acoustic sensors; electronic warfare systems; advanced communications and network systems; cyber solutions; intelligence processing systems; navigation; and maritime power, propulsion, and payload launch systems. This segment also provides airborne multifunction sensors; maritime/land systems and sensors; navigation, targeting, and survivability solutions; and networked information solutions. Its Space Systems segment offers satellites and payloads; ground systems; missile defense systems and interceptors; launch vehicles and related propulsion systems; and strategic missiles. The company was founded in 1939 and is based in Falls Church, Virginia.",Falls Church,703 280 2900,VA,United States,[],https://www.northropgrumman.com,1,2980 Fairview Park Drive,,Aerospace & Defense,0.25051,0.16231,0.20931,1920000000.0,-0.038,0.21395001,8757000192.0,413.0,buy,7268000000.0,2960750080.0,525.0,531.78,-0.056,1.296,0.111219995,19.0,520.79,106.234,0.45716,575.0,1168999936.0,14501999616.0,34957000704.0,7.556,USD,222.444,1.088,2.2,NYQ,Northrop Grumman Corporation,Northrop Grumman Corporation,America/New_York,EST,True,-18000000,EQUITY,NOC,finmb_97199,us_market,,2.731,,10.904,,,25.5,,157338000.0,,,,65.389,2379736.0,0.0154,,1640908800.0,0.84202003,5673999872.0,27.155,,,8.132561,0.00221,1703980800.0,,1656547200.0,2.41,1663200000.0,154363199.0,0.586219,95483150336.0,2,,1301529600.0,10000:9035,,,,-0.088,2.3934891,1665705600.0,7.23,,20.854118,,0.0154,1731883.0,,,,525.59,528.75,478.91254,0.011035217,0.17979999,,537.67,,617960,525.59,519.884,5.8,528.75,,617960,,,6.92,1661472000.0,,,524.95,USD,19.583134,575379,,,,83669204992.0,,,972295,524.95,548.76,1000,575379,556.27,,1.55,364.62,525.59,False,0.012999999,800,537.67,,531.78,529.99,https://logo.clearbit.com/northropgrumman.com,,,,,,8d64cf5f-27e7-341e-a824-a0162177be4e
322,95054,Technology,16881.0,"ServiceNow, Inc. provides enterprise cloud computing solutions that defines, structures, consolidates, manages, and automates services for enterprises worldwide. It operates the Now platform for workflow automation, artificial intelligence, machine learning, robotic process automation, performance analytics, electronic service catalogs and portals, configuration management systems, data benchmarking, encryption, and collaboration and development tools. The company also provides information technology (IT) service management applications; IT service management product suite for enterprise's employees, customers, and partners; IT business management product suite; IT operations management product that connects a customer's physical and cloud-based IT infrastructure; IT Asset Management to automate IT asset lifecycles; and security operations that connects with internal and third party. In addition, it offers governance, risk, and compliance product to manage risk and resilience; human resources, legal, and workplace service delivery products; safe workplace applications; customer service management product; and field service management applications. Further, it provides App Engine product; IntegrationHub enables application to extend workflows; and professional, industry solutions, and customer support services. It serves government, financial services, healthcare, telecommunications, manufacturing, IT services, technology, oil and gas, education, and consumer products through direct sales team and resale partners. It has a strategic partnership with Celonis to help customers identify and prioritize processes that are suitable for automation. The company was formerly known as Service-now.com and changed its name to ServiceNow, Inc. in May 2012. The company was founded in 2004 and is headquartered in Santa Clara, California.",Santa Clara,408 501 8550,CA,United States,[],https://www.servicenow.com,1,2225 Lawson Lane,,Software—Application,0.09770001,0.02905,0.77858,2404999936.0,0.211,0.03396,676000000.0,325.0,buy,4543000000.0,2003000064.0,520.0,418.39,0.258,1.236,0.01427,35.0,537.06,46.982,0.049889997,850.0,3956000000.0,2124999936.0,6919000064.0,19.584,USD,34.536,1.095,1.8,NYQ,"ServiceNow, Inc.","ServiceNow, Inc.",America/New_York,EST,True,-18000000,EQUITY,NOW,finmb_22967487,us_market,,10.433,,106.781,,,7.08,,199000000.0,,,,15.381,3407487.0,0.016900001,,1640908800.0,0.90046996,201000000.0,0.76,,,27.201744,0.0028799998,1703980800.0,,1664496000.0,1.75,1663200000.0,201394000.0,,72183816192.0,2,,,,,,,0.27,12.033475,1665705600.0,2.18,,59.094635,,0.016900001,3596753.0,,,,416.17,416.51,454.78394,,0.0,,429.23,,1401410,416.17,391.284,,416.51,,1401410,,,,,,,411.55,USD,550.5132,1433853,,,,83259613184.0,,,1834161,411.55,0.0,1000,1433853,667.64,,,337.0,375.6,False,,800,429.23,,418.39,411.97,https://logo.clearbit.com/servicenow.com,,,,,,3dce1fce-9ac0-3d13-89df-bd9186289385
323,77002,Utilities,6635.0,"NRG Energy, Inc., together with its subsidiaries, operates as an integrated power company in the United States. It operates through Texas, East, and West. The company is involved in the producing, selling, and delivering electricity and related products and services to approximately 6 million residential, commercial, industrial, and wholesale customers. It generates electricity using natural gas, coal, oil, solar, nuclear, and battery storage. The company also provides system power, distributed generation, renewable products, backup generation, storage and distributed solar, demand response, and energy efficiency, and advisory services, as well as carbon management and specialty services; and on-site energy solutions. In addition, it trades in electric power, natural gas, and related commodities; environmental products; weather products; and financial products, including forwards, futures, options, and swaps. Further, the company procures fuels; provides transportation services; and directly sells energy, services, and products and services to retail customers under the NRG, Reliant, Direct Energy, Green Mountain Energy, Stream, and XOOM Energy. As of December 31, 2021, it owns and leases power generation portfolio with approximately 18,000 megawatts of capacity at 25 plants. NRG Energy, Inc. was founded in 1989 and is headquartered in Houston, Texas.",Houston,713 537 3000,TX,United States,[],https://www.nrg.com,1,910 Louisiana Street,,Utilities—Independent Power Producers,0.21389,0.11931,0.25452998,3304999936.0,0.389,0.18035,6167000064.0,38.0,hold,6507000000.0,921374976.0,43.5,32.47,-0.508,1.287,0.11617,10.0,44.4,156.887,0.8771,52.0,580000000.0,8314999808.0,28832999424.0,2.467,USD,118.899,0.255,2.6,NYQ,"NRG Energy, Inc.","NRG Energy, Inc.",America/New_York,EST,True,-18000000,EQUITY,NRG,finmb_413857,us_market,,0.62,,2.9,,,5.81,,244839008.0,,,,6.879,15324505.0,0.0652,,1640908800.0,1.03777,3440000000.0,2.07,,,4.720163,0.0091,1703980800.0,,1656547200.0,6.4,1663200000.0,233317697.0,0.833087,17881600000.0,2,,1180656000.0,2:1,,,,-0.524,0.27572307,1665705600.0,0.21,,5.5886407,,0.0758,16262877.0,,,,33.41,33.41,40.29595,0.03666567,0.0949,,33.49,,5640750,33.41,41.2198,1.225,33.41,,5640750,,,1.4,1667174400.0,,,32.12,USD,15.685991,4157880,,,,7949922816.0,,,2980500,32.12,0.0,900,4157880,47.82,,1.8,31.21,32.01,False,0.0324,800,33.49,,32.47,32.26,https://logo.clearbit.com/nrg.com,,,,,,e758ebe9-a5a2-3c81-b9c8-078479c2d873
