,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,fax,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url,trailingPegRatio,address2
311,07033,Healthcare,67000.0,"Merck & Co., Inc. operates as a healthcare company worldwide. It operates through two segments, Pharmaceutical and Animal Health. The Pharmaceutical segment offers human health pharmaceutical products in the areas of oncology, hospital acute care, immunology, neuroscience, virology, cardiovascular, and diabetes, as well as vaccine products, such as preventive pediatric, adolescent, and adult vaccines. The Animal Health segment discovers, develops, manufactures, and markets veterinary pharmaceuticals, vaccines, and health management solutions and services, as well as digitally connected identification, traceability, and monitoring products. It serves drug wholesalers and retailers, hospitals, and government agencies; managed health care providers, such as health maintenance organizations, pharmacy benefit managers, and other institutions; and physicians and physician distributors, veterinarians, and animal producers. The company has collaborations with AstraZeneca PLC; Bayer AG; Eisai Co., Ltd.; Ridgeback Biotherapeutics; and Gilead Sciences, Inc. to jointly develop and commercialize long-acting treatments in HIV. Merck & Co., Inc. was founded in 1891 and is headquartered in Kenilworth, New Jersey.",Kenilworth,908 740 4000,NJ,United States,[],https://www.merck.com,1,2000 Galloping Hill Road,,Drug Manufacturers—General,0.41073,0.29,0.70769,18890999808.0,0.28,0.34911,23480999936.0,85.0,buy,35463000000.0,10303750144.0,104.5,109.44,1.541,1.386,0.12614,22.0,104.59,73.094,0.43415,125.0,10129000448.0,31662999552.0,57168998400.0,3.998,USD,22.61,0.911,2.2,NYQ,"Merck & Company, Inc.","Merck & Co., Inc.",America/New_York,EST,True,-18000000,,EQUITY,MRK,,,finmb_288502,3fd0c404-d9b9-32ea-a95e-f2db63766fb3,us_market,,4.708,,11.462,,,7.25,,2525939968.0,,,,10.006,19236325.0,0.0076,,1640908800.0,0.76021004,16641000448.0,2.769,,,10.937438,0.0010800001,1703980800.0,,1656547200.0,2.18,1663200000.0,2530113245.0,0.328297,269135773696.0,2,,1622678400.0,1048:1000,,,1.553,4.8354683,1665705600.0,1.25,,15.095173,,0.0076,19448809.0,,,109.2,109.19,91.18595,0.022710623,0.41529998,,110.0915,,11663240,109.2,101.7912,2.48,109.19,11663240,,,2.76,1663113600.0,,,108.77,USD,39.523293,5418095,,,,276438876160.0,,,9703717,108.77,109.46,900,5418095,112.17,,3.0,72.88,109.4,False,0.028199999,800,110.0915,109.44,109.01,https://logo.clearbit.com/merck.com,,
312,02139,Healthcare,3400.0,"Moderna, Inc., a biotechnology company, discovers, develops, and commercializes messenger RNA therapeutics and vaccines for the treatment of infectious diseases, immuno-oncology, rare diseases, cardiovascular diseases, and auto-immune diseases in the United States, Europe, and internationally. Its respiratory vaccines include COVID-19, flu, respiratory syncytial virus, Endemic HCoV, and hMPV+PIV3 vaccines; latent vaccines comprise cytomegalovirus, epstein-barr virus, human immunodeficiency virus, herpes simplex virus, and varicella-zoster virus vaccines; and public health vaccines consists of Zika and Nipah vaccines. The company also offers systemic secreted and cell surface therapeutics; cancer vaccines, such as personalized cancer, KRAS, and checkpoint vaccines; intratumoral immuno-oncology products; localized regenerative, systemic intracellular, and inhaled pulmonary therapeutics. It has strategic alliances with AstraZeneca PLC; Merck & Co., Inc.; Vertex Pharmaceuticals Incorporated; Vertex Pharmaceuticals (Europe) Limited; Carisma Therapeutics, Inc.; Metagenomi, Inc.; the Defense Advanced Research Projects Agency; Biomedical Advanced Research and Development Authority; Institute for Life Changing Medicines; and The Bill & Melinda Gates Foundation, as well as a collaboration and license agreement with Chiesi Farmaceutici S.P.A. The company was formerly known as Moderna Therapeutics, Inc. and changed its name to Moderna, Inc. in August 2018. Moderna, Inc. was founded in 2010 and is headquartered in Cambridge, Massachusetts.",Cambridge,617 714 6500,MA,United States,[],https://www.modernatx.com,1,200 Technology Square,,Biotechnology,0.69341004,0.61122,0.71711,9653000192.0,0.091,0.68023,15944999936.0,101.0,buy,13863000000.0,5095124992.0,170.0,189.89,-0.189,1.991,0.46337003,14.0,207.29,4.932,1.13856,506.0,7896999936.0,887000000.0,22994999296.0,20.187,USD,57.201,1.577,2.5,NMS,"Moderna, Inc.","Moderna, Inc.",America/New_York,EST,False,-18000000,,EQUITY,MRNA,,,finmb_128680956,210c0d72-66a5-36d2-944f-611b6274a1fc,us_market,,2.147,,3.096,,,16.58,,405449984.0,,,,6.423,16161873.0,0.041300002,,1640908800.0,0.64087,14055000064.0,-1.959,,,29.564068,0.09536,1703980800.0,,1656547200.0,3.08,1663200000.0,353683508.0,1.693601,49365766144.0,2,,,,,,-0.21,3.3481584,1665705600.0,-0.15,,11.452955,,0.0557,16338178.0,,,193.29,200.0,151.82567,,0.0,,204.0,,9174020,193.29,161.5994,,200.0,9174020,,,,,,,187.87,USD,,6599632,,,,76990898176.0,,,5311395,187.87,190.2,1000,6599632,321.305,,,115.03,188.63,False,,900,204.0,189.89,200.34,https://logo.clearbit.com/modernatx.com,,
313,77024-2217,Energy,1531.0,"Marathon Oil Corporation operates as an independent exploration and production company in the United States and internationally. The company engages in the exploration, production, and marketing of crude oil and condensate, natural gas liquids, and natural gas; and the production and marketing of products manufactured from natural gas, such as liquefied natural gas and methanol. It also owns and operates 32 central gathering and treating facilities; and the Sugarloaf gathering system, a 42-mile natural gas pipeline through Karnes and Atascosa Counties. The company was formerly known as USX Corporation and changed its name to Marathon Oil Corporation in December 2001. Marathon Oil Corporation was founded in 1887 and is headquartered in Houston, Texas.",Houston,713 629 6600,TX,United States,[],https://www.marathonoil.com,1,990 Town and Country Boulevard,,Oil & Gas E&P,0.66807,0.43550998,0.80533,4706999808.0,0.731,0.39846,4760000000.0,25.0,buy,4355000000.0,2355000064.0,32.0,27.03,67.5,1.181,0.09834,23.0,32.21,35.822,0.27998,40.0,1166000000.0,4131000064.0,7125000192.0,1.721,USD,9.494,1.127,2.4,NYQ,Marathon Oil Corporation,Marathon Oil Corporation,America/New_York,EST,True,-18000000,,EQUITY,MRO,,,finmb_314842,ac586aa5-d45b-3ae8-9473-98f63ee14b4e,us_market,,3.286,,4.919,,,0.36,,778537024.0,,,,13.379,23321406.0,0.0344,,1640908800.0,0.78842,3103000064.0,-1.832,,,2.0203304,0.0018799999,1703980800.0,,1656547200.0,1.61,1663200000.0,676086042.0,2.414517,23414470656.0,2,,1309478400.0,10000:5965,,,59.375,2.9535234,1665705600.0,0.35,,75.083336,,0.0395,22136418.0,,,27.33,27.61,26.2033,0.0021953897,0.0616,,27.86,,13829360,27.33,29.5394,0.06,27.61,13829360,,,0.32,1660608000.0,,,26.815,USD,,10076938,,,,21043855360.0,,,12627565,26.815,27.02,1100,10076938,33.42,,1.51,14.29,26.97,False,0.0106,2900,27.86,27.03,27.68,https://logo.clearbit.com/marathonoil.com,,
314,10036,Financial Services,81567.0,"Morgan Stanley, a financial holding company, provides various financial products and services to corporations, governments, financial institutions, and individuals in the Americas, Europe, the Middle East, Africa, and Asia. It operates through Institutional Securities, Wealth Management, and Investment Management segments. The Institutional Securities segment offers capital raising and financial advisory services, including services related to the underwriting of debt, equity, and other securities, as well as advice on mergers and acquisitions, restructurings, real estate, and project finance. This segment also provides sales and trading services, such as sales, financing, prime brokerage, and market-making services in equity and fixed income products consisting of foreign exchange and commodities; corporate and commercial real estate loans, which provides secured lending facilities and financing for sales and trading customers, and asset-backed and mortgage lending; and wealth management services, investment, and research services. The Wealth Management segment offers financial advisor-led brokerage and investment advisory services; self-directed brokerage services; financial and wealth planning services; workplace services, including stock plan administration; annuity and insurance products; securities-based lending, residential real estate loans, and other lending products; banking; and retirement plan services to individual investors and small to medium-sized businesses and institutions. The Investment Management segment provides equity, fixed income, liquidity, and alternative/other products to benefit/defined contribution plans, foundations, endowments, government entities, sovereign wealth funds, insurance companies, and third-party fund sponsors and corporations through institutional and intermediary channels. Morgan Stanley was founded in 1924 and is headquartered in New York, New York.",New York,212 761 4000,NY,United States,[],https://www.morganstanley.com,1,1585 Broadway,,Capital Markets,0.0,0.22525999,0.87714994,,-0.12,0.35963002,,,none,53295000000.0,,,85.55,-0.258,,,,,344.073,,,572968009728.0,353231994880.0,55443001344.0,338.234,USD,32.324,,,NYQ,Morgan Stanley,Morgan Stanley,America/New_York,EST,True,-18000000,,EQUITY,MS,,,finmb_472898,7a663cae-a1b7-32a6-bdc2-868158ed584d,us_market,,-1.339,,,,,6.93,,1794409984.0,,,,52.709,17974905.0,0.0106,,1640908800.0,0.63397,12019000320.0,7.645,,,1.6230625,0.22352,1703980800.0,,1664496000.0,2.11,1663200000.0,1312053820.0,1.33235,-74231136256.0,2,,948931200.0,2:1,,,-0.29,2.7688215,1665705600.0,0.03,,12.344878,,0.0137,23057201.0,,,86.86,86.74,84.299,0.016117891,0.4173,,87.03,,8998070,86.86,85.4144,1.4,86.74,8998070,,,3.1,1666915200.0,,,84.955,USD,11.190321,4065808,,,,153511772160.0,,,7568333,84.955,85.55,800,4065808,109.73,,2.49,72.05,85.01,False,0.038399998,900,87.03,85.55,86.5,https://logo.clearbit.com/morganstanley.com,,
315,10007,Financial Services,4303.0,"MSCI Inc., together with its subsidiaries, provides investment decision support tools for the clients to manage their investment processes worldwide. It operates through four segments: Index, Analytics, ESG and Climate, and All Other  Private Assets. The Index segment provides indexes for use in various areas of the investment process, including indexed product creation, such as ETFs, mutual funds, annuities, futures, options, structured products, over-the-counter derivatives; performance benchmarking; portfolio construction and rebalancing; and asset allocation, as well as licenses GICS and GICS Direct. The Analytics segment offers risk management, performance attribution and portfolio management content, application, and service that provides an integrated view of risk and return, and an analysis of market, credit, liquidity, and counterparty risk across asset classes; managed services, including consolidation of client portfolio data from various sources, review and reconciliation of input data and results, and customized reporting; and HedgePlatform to measure, evaluate, and monitor the risk of hedge fund investments. The ESG and Climate segment provides products and services that help institutional investors understand how ESG factors impact the long-term risk and return of their portfolio and individual security-level investments; and data, ratings, research, and tools to help investors navigate increasing regulation. The All Other  Private Assets segment includes real estate market and transaction data, benchmarks, return-analytics, climate assessments and market insights for funds, investors, and managers; business intelligence to real estate owners, managers, developers, and brokers; and offers investment decision support tools for private capital. It serves asset owners and managers, financial intermediaries, wealth managers, real estate professionals, and corporates. MSCI Inc. was incorporated in 1998 and is headquartered in New York, New York.",New York,212 804 3900,NY,United States,[],https://www.msci.com,1,7 World Trade Center,,Financial Data & Stock Exchanges,0.0,0.0,0.0,,,0.0,,444.0,buy,1684860000.0,,500.0,461.94,,,,11.0,492.91,,,545.0,,,,,USD,24.768,,2.4,NYQ,MSCI Inc,MSCI Inc.,America/New_York,EST,True,-18000000,,EQUITY,MSCI,,,finmb_7844318,a72e6d80-fb03-3f21-ac37-4b8f76f60804,us_market,,,,,,,10.73,,82446704.0,,,,-5.843,617325.0,0.0077,,1640908800.0,0.9362,,7.747,,,,0.03076,1703980800.0,,1664496000.0,1.43,1663200000.0,,,36442284032.0,2,,,,,,,,1665705600.0,3.07,,43.05126,,0.0089,831988.0,,,471.59,471.91,456.22885,0.0064038676,0.4275,,474.48,,503140,471.59,467.5262,3.02,471.91,503140,,,5.0,1667952000.0,,,460.78,USD,59.628242,349720,,,,38085431296.0,,,443004,460.78,461.5,1400,349720,623.16,,0.88,376.41,461.12,False,0.0112,800,474.48,461.94,472.0,https://logo.clearbit.com/msci.com,,49th Floor 250 Greenwich Street
317,60661,Technology,18700.0,"Motorola Solutions, Inc. provides mission critical communications and analytics in the United States, the United Kingdom, Canada, and internationally. The company operates in two segments, Products and Systems Integration, and Software and Services. The Products and Systems Integration segment offers a portfolio of infrastructure, devices, accessories, and video security devices and infrastructure, as well as the implementation, and integration of systems, devices, software, and applications for government, public safety, and commercial customers who operate private communications networks and video security solutions, as well as manage a mobile workforce. Its land mobile radio communications and video security and access control devices include two-way portable and vehicle-mounted radios, fixed and mobile video cameras, and accessories; radio network core and central processing software, base stations, consoles, and repeaters; and video analytics, network video management hardware and software, and access control solutions. The Software and Services segment provides repair, technical support, and hardware maintenance services. This segment also offers monitoring, software updates, and cybersecurity services; and public safety and enterprise command center software, unified communications applications, and video software solutions through on-premise and as a service. It serves government, public safety, and commercial customers. The company was formerly known as Motorola, Inc. and changed its name to Motorola Solutions, Inc. in January 2011. Motorola Solutions, Inc. was founded in 1928 and is headquartered in Chicago, Illinois.",Chicago,847 576 5000,IL,United States,[],https://www.motorolasolutions.com,1,500 West Monroe Street,,Communication Equipment,0.26433,0.14222,0.48256,1240999936.0,0.086,0.21219999,2236000000.0,260.0,buy,4048000000.0,1031124992.0,285.0,254.59,-0.213,1.16,0.098400004,11.0,286.91,,,311.0,717000000.0,6415000064.0,8458999808.0,4.296,USD,50.261,0.801,2.0,NYQ,"Motorola Solutions, Inc.","Motorola Solutions, Inc.",America/New_York,EST,True,-18000000,,EQUITY,MSI,,,finmb_99186,8726e36e-9d6d-3364-a390-d495b4ce9dc1,us_market,,5.453,,20.629,,,9.56,,168896992.0,,,,-3.294,1342920.0,0.008,,1640908800.0,0.88311994,1203000064.0,5.45,,,,0.00542,1703980800.0,,1656720000.0,1.83,1663200000.0,166205905.0,0.915254,46127239168.0,2,,1294099200.0,10000:40425,,,-0.222,5.0832825,1665705600.0,2.1,,26.63075,,0.0091,1532269.0,,,252.44,253.24,233.12285,0.010418317,0.4432,,255.96,,696110,252.44,250.0604,2.63,253.24,696110,,,3.16,1663113600.0,,,252.5594,USD,46.713764,490769,,,,42999484416.0,,,761674,252.5594,263.41,800,490769,275.16,,1.52,195.18,101.55,False,0.013200001,1200,255.96,254.59,,https://logo.clearbit.com/motorolasolutions.com,,Suite 4400
318,14203,Financial Services,17115.0,"M&T Bank Corporation operates as a bank holding company that provides commercial and retail banking services. The company's Business Banking segment offers deposit, lending, cash management, and other financial services to small businesses and professionals. Its Commercial Banking segment provides deposit products, commercial lending and leasing, letters of credit, and cash management services for middle-market and large commercial customers. The company's Commercial Real Estate segment originates, sells, and services commercial real estate loans; and offers deposit services. Its Discretionary Portfolio segment provides deposits; securities, residential real estate loans, and other assets; and short and long term borrowed funds, as well as foreign exchange services. The company's Residential Mortgage Banking segment offers residential real estate loans for consumers and sells those loans in the secondary market; and purchases servicing rights to loans originated by other entities. Its Retail Banking segment offers demand, savings, and time accounts; consumer installment loans, automobile and recreational finance loans, home equity loans and lines of credit, and credit cards; mutual funds and annuities; and other services. The company also provides trust and wealth management; fiduciary and custodial; insurance agency; institutional brokerage and securities; and investment management services. It offers its services through banking offices, business banking centers, telephone and internet banking, and automated teller machines. As of December 31, 2021, the company operates 688 domestic banking offices in New York State, Maryland, New Jersey, Pennsylvania, Delaware, Connecticut, Virginia, West Virginia, and the District of Columbia; and a full-service commercial banking office in Ontario, Canada. M&T Bank Corporation was founded in 1856 and is headquartered in Buffalo, New York.",Buffalo,716 635 4000,NY,United States,[],https://www3.mtb.com,1,One M&T Plaza,,Banks—Regional,0.0,0.24878,0.0,,0.366,0.38994,,170.0,buy,6066772000.0,,190.0,140.65,-0.044,,0.00963,19.0,198.22,,0.07873,255.0,27777009664.0,4377141760.0,6770078208.0,160.654,USD,44.377,,2.3,NYQ,M&T Bank Corporation,M&T Bank Corporation,America/New_York,EST,True,-18000000,,EQUITY,MTB,,,finmb_272285,842d2b8b-d74e-3927-b4ed-510ba13c1515,us_market,,1.055,,,,,11.79,,128685000.0,,,,118.116,2674051.0,0.0155,,1640908800.0,0.87725997,1586571008.0,11.348,,,1.1907785,0.0050199996,1703980800.0,,1664496000.0,2.47,1663200000.0,171919657.0,0.838614,7139231744.0,2,,970790400.0,10:1,,,0.305,2.6734617,1665705600.0,0.79,,11.929601,,0.016900001,3866112.0,,,140.05,140.59,171.71945,0.03141735,0.45669997,,141.75,,2067690,140.05,166.5462,4.4,140.59,2067690,,,4.8,1661904000.0,,,139.55,USD,12.394255,1004627,,,,18099544064.0,,,1435496,139.55,142.6,1200,1004627,193.42,,2.71,138.43,137.43,False,0.0291,1000,141.75,140.65,141.07,https://logo.clearbit.com/www3.mtb.com,,
319,75231,Communication Services,2500.0,"Match Group, Inc. provides dating products worldwide. The company's portfolio of brands includes Tinder, Match, Meetic, OkCupid, Hinge, Pairs, PlentyOfFish, and OurTime, as well as a various other brands. The company was incorporated in 1986 and is based in Dallas, Texas.",Dallas,214 576 9352,TX,United States,[],https://www.mtch.com,1,8750 North Central Expressway,,Internet Content & Information,0.30488002,0.03475,0.70745003,581648000.0,0.123,0.27495,975948992.0,56.0,buy,2146329000.0,701393152.0,75.0,40.37,,1.282,0.12752,21.0,74.95,,,110.0,472926016.0,4001129984.0,3201049088.0,1.671,USD,11.334,1.047,2.1,NMS,"Match Group, Inc.","Match Group, Inc.",America/New_York,EST,False,-18000000,,EQUITY,MTCH,,,finmb_355279,56a49b8c-f09e-39e1-b588-9e45cb7f00eb,us_market,,5.119,,16.789,,,2.82,,283084992.0,,,,-4.405,10722290.0,0.0379,,1640908800.0,0.99173,111253000.0,0.488,,,,0.00621,1703980800.0,,1656547200.0,3.18,1663200000.0,281568690.0,1.315274,16385122304.0,2,,1593648000.0,1:1,,,,3.5701237,1665705600.0,1.52,,14.315603,,0.0424,11475911.0,,,41.94,42.23,67.55645,0.047687173,0.0,,42.775,,6911600,41.94,45.6466,2.0,42.23,6911600,,,,1447113600.0,,,39.81,USD,82.72541,5066500,,,,11428141056.0,,,4525358,39.81,40.66,1400,5066500,136.99,,,39.81,39.75,False,,800,42.775,40.37,42.11,https://logo.clearbit.com/mtch.com,,Suite 1400
320,43240,Healthcare,15600.0,"Mettler-Toledo International Inc. engages in the manufacture and supply of precision instruments and services worldwide. It operates in five segments: U.S. Operations, Swiss Operations, Western European Operations, Chinese Operations, and Other. The company's laboratory instruments include laboratory balances, liquid pipetting solutions, automated laboratory reactors, titrators, pH meters, process analytics sensors and analyzer technologies, physical value analyzers, thermal analysis systems, and other analytical instruments; and LabX, a laboratory software platform to manage and analyze data generated from its instruments. Its industrial instruments comprise industrial weighing instruments and related terminals, automatic dimensional measurement and data capture solutions, vehicle scale systems, industrial software, metal detection, x-ray, checkweighing, camera-based imaging equipment, track-and-trace solutions, and product inspection systems. The company's retail weighing solutions consist of networked scales and software, stand-alone scales, and automated packaging and labeling solutions for handling fresh goods. It serves the life science industry, independent research organizations, and testing labs; food and beverage manufacturers; food retailers; chemical, specialty chemical, and cosmetics companies; food retailers; transportation and logistics, metals, and electronics industries; and the academic community through its direct sales force and indirect distribution channels. The company was incorporated in 1991 and is based in Columbus, Ohio.",Columbus,614 438 4511,OH,United States,[],https://www.mt.com,1,1900 Polaris Parkway,,Diagnostics & Research,0.29479,0.2123,0.58318,814406016.0,0.058,0.27617002,1139486976.0,1120.0,hold,2171553000.0,589771776.0,1315.0,1397.93,0.183,1.184,0.20594,11.0,1330.73,26549.602,8.260571,1500.0,109449000.0,1928032000.0,3865367040.0,4.863,USD,169.302,0.658,2.8,NYQ,"Mettler-Toledo International, I",Mettler-Toledo International Inc.,America/New_York,EST,True,-18000000,,EQUITY,MTD,,,finmb_31468,c4a6b03a-9dbf-390d-a4e6-e03dad833f1a,us_market,,7.823,,26.539,,,32.96,,22985700.0,,,,12.043,379024.0,0.0168,,1640908800.0,0.95965,820630016.0,24.91,,,116.078224,0.01465,1703980800.0,,1656547200.0,3.25,1663200000.0,22165635.0,1.142225,30240606208.0,2,,835660800.0,1:2,,,0.148,8.312898,1665705600.0,3.08,,42.412926,,0.019299999,376363.0,,,1428.19,1425.3,1281.031,,0.0,,1425.52,,106620,1428.19,1333.8854,,1425.3,106620,,,,,,,1392.95,USD,56.119232,90079,,,,32132401152.0,,,111490,1392.95,2236.44,1000,90079,1714.75,,,1065.55,559.12,False,,1100,1425.52,1397.93,,https://logo.clearbit.com/mt.com,,
321,83716-9632,Technology,48000.0,"Micron Technology, Inc. designs, develops, manufactures, and sells memory and storage products worldwide. The company operates through four segments: Compute and Networking Business Unit, Mobile Business Unit, Embedded Business Unit, and Storage Business Unit. It provides memory and storage technologies comprises DRAM products, which are dynamic random access memory semiconductor devices with low latency that provide high-speed data retrieval; NAND products that are non-volatile and re-writeable semiconductor storage devices; and NOR memory products, which are non-volatile re-writable semiconductor memory devices that provide fast read speeds under the Micron and Crucial brands, as well as through private labels. The company offers memory products for the cloud server, enterprise, client, graphics, networking, industrial, and automotive markets, as well as for smartphone and other mobile-device markets; SSDs and component-level solutions for the enterprise and cloud, client, and consumer storage markets; discrete storage products in component and wafers; and memory and storage products for the automotive, industrial, and consumer markets. It markets its products through its direct sales force, independent sales representatives, distributors, and retailers; and web-based customer direct sales channel, as well as through channel and distribution partners. Micron Technology, Inc. was founded in 1978 and is headquartered in Boise, Idaho.",Boise,208 368 4000,ID,United States,[],https://www.micron.com,1,8000 South Federal Way,208 368 4617,Semiconductors,0.54701,0.28243,0.45185003,15180999680.0,-0.197,0.31566,16824999936.0,45.0,buy,13898000000.0,1486000000.0,65.0,51.72,-0.432,2.889,0.096990004,32.0,65.92,15.18,0.18514,100.0,9331000320.0,7576000000.0,30758000640.0,8.583,USD,27.66,1.918,2.2,NMS,"Micron Technology, Inc.","Micron Technology, Inc.",America/New_York,EST,True,-18000000,,EQUITY,MU,,,finmb_289030,e5919ba9-cf2e-303b-9bc9-8334a7f64daa,us_market,,1.788,,3.269,,,10.7,,1120169984.0,,,,36.274,30139941.0,0.0277,,1661990400.0,0.8346,8686999552.0,2.812,,,1.4258147,0.00341,1725148800.0,,1661990400.0,1.33,1663200000.0,1083265649.0,1.276344,55006072832.0,2,,957225600.0,2:1,,,-0.451,1.8835812,1665705600.0,-5.1,,4.833645,,0.0278,32641019.0,,,52.07,52.17,62.35415,0.0019204917,0.0535,,52.29,,14613310,52.07,55.5922,0.1,52.17,14613310,,,0.46,1665100800.0,,,51.1,USD,18.392603,14218049,,,,57935192064.0,,,18286804,51.1,51.51,1100,14218049,98.45,,,48.45,51.5,False,0.0083,800,52.29,51.72,52.17,https://logo.clearbit.com/micron.com,,
322,33126,Consumer Cyclical,34700.0,"Norwegian Cruise Line Holdings Ltd., together with its subsidiaries, operates as a cruise company in North America, Europe, the Asia-Pacific, and internationally. The company operates the Norwegian Cruise Line, Oceania Cruises, and Regent Seven Seas Cruises brands. It offers itineraries ranging from three days to a 180-days calling on various locations, including destinations in Scandinavia, Russia, the Mediterranean, the Greek Isles, Alaska, Canada and New England, Hawaii, Asia, Tahiti and the South Pacific, Australia and New Zealand, Africa, India, South America, the Panama Canal, and the Caribbean. As of December 31, 2021, the company had 28 ships with approximately 59,150 berths. It distributes its products through retail/travel advisor and onboard cruise sales channels, as well as meetings, incentives, and charters. Norwegian Cruise Line Holdings Ltd. was founded in 1966 and is based in Miami, Florida.",Miami,305 436 4000,FL,United States,[],https://www.nclhltd.com,1,7665 Corporate Center Drive,305 436 4140,Travel Services,-0.71689004,-1.66436,-0.2624,-1094779008.0,270.791,-1.04779,-1684441984.0,13.0,buy,-960051000.0,-99515248.0,16.0,13.67,,0.622,-0.08176,16.0,19.69,1547.098,-1.69253,35.0,1903238016.0,13951964160.0,2349638912.0,4.517,USD,5.877,0.497,2.2,NYQ,Norwegian Cruise Line Holdings ,Norwegian Cruise Line Holdings Ltd.,America/New_York,EST,True,-18000000,,EQUITY,NCLH,,,finmb_4180463,330137cb-a0bf-399d-bab9-d43e5b2fb4f3,us_market,,7.967,,-11.113,,,0.53,,416892000.0,,,,13.795,42198729.0,0.1001,,1640908800.0,0.59704,-3910640896.0,-15.752,,,0.9909387,0.00412,1703980800.0,,1656547200.0,1.59,1663200000.0,418747106.0,2.330876,18719318016.0,2,,,,,,,2.4254425,1665705600.0,0.02,,25.792454,,0.11270001,39138329.0,,,14.32,14.31,15.46675,,0.0,,14.31,,13339960,14.32,15.6202,,14.31,13339960,,,,,,,13.52,USD,,10585744,,,,5698913792.0,,,20078450,13.52,13.65,4000,10585744,23.9,,,10.31,13.64,False,,1300,14.31,13.67,14.35,https://logo.clearbit.com/nclhltd.com,,
